gender,eye_color,hair_color,skin_tone,face_width,face_height,jaw_shape,chin_prominence,cheekbone_height,nose_size,nose_width,nose_bridge_width,nose_bridge_height,nostril_width,eye_distance,eye_size,eye_shape,eyebrow_thickness,eyebrow_arch,lip_thickness,mouth_width,philtrum_depth,hair_texture,hair_thickness,hairline_shape,freckling,tanning_ability,ear_size,earlobe_attachment,overall_confidence,sample_id
female,green,brown,dark,wide,medium,square,prominent,medium,large,medium,wide,flat,wide,normal,large,almond,medium,high,thin,narrow,deep,wavy,thick,rounded,extensive,tans_gradually,medium,attached,0.8359111655426213,SYNTH_002523
male,green,brown,very_light,wide,short,square,prominent,medium,medium,wide,medium,high,wide,normal,large,almond,medium,high,thin,narrow,deep,straight,thick,rounded,some,tans_gradually,medium,attached,0.839766209795792,SYNTH_002524
male,blue,black,very_light,medium,medium,oval,receding,high,medium,wide,wide,high,medium,wide,medium,almond,medium,high,thin,medium,deep,curly,fine,straight,some,tans_gradually,large,attached,0.8190158828393761,SYNTH_002525
female,green,brown,very_light,narrow,short,oval,medium,medium,large,wide,medium,flat,wide,normal,medium,round,thin,high,full,wide,deep,wavy,medium,rounded,some,burns_easily,medium,attached,0.83390681520843,SYNTH_002526
male,green,brown,very_light,medium,long,square,medium,medium,large,narrow,medium,flat,medium,normal,medium,round,medium,slight,full,wide,deep,straight,medium,rounded,extensive,never_burns,large,attached,0.8271196708026488,SYNTH_002527
male,blue,black,very_light,wide,short,square,medium,low,large,wide,wide,flat,medium,normal,large,almond,medium,flat,full,narrow,deep,straight,medium,widow_peak,some,tans_gradually,large,free,0.7861140537154343,SYNTH_002528
female,green,brown,very_light,wide,long,square,medium,medium,small,narrow,narrow,high,medium,wide,medium,hooded,medium,high,full,narrow,deep,curly,thick,rounded,extensive,never_burns,large,free,0.8785963102183982,SYNTH_002529
male,green,blonde,light,wide,medium,square,prominent,medium,medium,medium,wide,medium,medium,wide,small,hooded,thick,slight,full,wide,deep,straight,fine,widow_peak,some,tans_gradually,medium,free,0.8307918583464005,SYNTH_002530
female,blue,brown,very_light,narrow,medium,square,receding,high,medium,medium,medium,medium,wide,normal,large,hooded,thick,slight,full,medium,shallow,straight,thick,rounded,none,burns_easily,medium,free,0.8211078614197067,SYNTH_002531
female,blue,brown,light,wide,medium,oval,medium,medium,medium,medium,medium,medium,medium,close,large,almond,thick,high,thin,wide,deep,wavy,fine,rounded,extensive,never_burns,medium,attached,0.8745482539701693,SYNTH_002532
female,blue,brown,light,medium,medium,square,prominent,medium,large,medium,medium,medium,wide,normal,small,hooded,thick,slight,full,narrow,deep,straight,thick,straight,some,burns_easily,large,attached,0.864154588307183,SYNTH_002533
male,green,auburn,very_light,medium,medium,oval,medium,low,medium,medium,medium,flat,wide,close,large,round,thick,high,very_full,narrow,deep,straight,medium,rounded,extensive,tans_gradually,large,attached,0.7954335788429219,SYNTH_002534
male,green,brown,very_light,medium,long,narrow,receding,medium,medium,medium,wide,high,wide,close,large,almond,thick,slight,full,wide,medium,wavy,thick,widow_peak,none,tans_gradually,medium,attached,0.8488736779196536,SYNTH_002535
female,blue,brown,very_light,medium,medium,square,medium,high,medium,narrow,narrow,flat,medium,normal,medium,hooded,thick,slight,very_full,medium,deep,wavy,thick,rounded,extensive,never_burns,large,free,0.803477720493621,SYNTH_002536
female,blue,brown,very_light,medium,long,square,medium,high,large,narrow,wide,high,wide,wide,large,round,medium,slight,very_full,narrow,medium,wavy,medium,widow_peak,extensive,burns_easily,medium,free,0.837456869109772,SYNTH_002537
female,blue,brown,very_light,medium,medium,square,receding,medium,medium,medium,medium,flat,medium,wide,large,almond,thin,flat,very_full,medium,deep,straight,fine,widow_peak,some,tans_gradually,small,attached,0.8200997791531505,SYNTH_002538
female,blue,brown,light,medium,long,square,receding,medium,medium,medium,wide,medium,medium,normal,large,hooded,thin,flat,full,narrow,deep,curly,medium,rounded,some,burns_easily,medium,free,0.8453553383357403,SYNTH_002539
male,blue,brown,dark,medium,medium,square,medium,low,large,narrow,medium,high,narrow,close,medium,round,medium,high,full,wide,deep,straight,fine,rounded,extensive,burns_easily,medium,attached,0.8339669773233191,SYNTH_002540
female,blue,black,light,medium,long,oval,prominent,medium,large,medium,medium,medium,medium,normal,medium,round,thick,slight,very_full,narrow,deep,wavy,medium,widow_peak,some,tans_gradually,medium,free,0.8481766778081336,SYNTH_002541
male,blue,blonde,light,medium,short,square,medium,high,medium,medium,wide,high,narrow,wide,large,hooded,medium,slight,very_full,wide,deep,wavy,medium,straight,some,never_burns,large,free,0.8159902439207258,SYNTH_002542
male,blue,brown,very_light,medium,short,square,prominent,medium,small,wide,wide,high,wide,close,large,almond,thick,flat,full,medium,deep,straight,medium,rounded,extensive,never_burns,large,free,0.8001039464801328,SYNTH_002543
male,blue,brown,very_light,medium,long,oval,medium,medium,medium,narrow,wide,high,medium,close,large,hooded,medium,slight,full,medium,medium,wavy,medium,rounded,none,tans_gradually,medium,attached,0.8670930162733442,SYNTH_002544
female,green,blonde,light,wide,medium,square,prominent,high,large,medium,narrow,high,medium,wide,large,round,medium,flat,thin,medium,deep,straight,medium,straight,some,tans_gradually,medium,free,0.8180709726746952,SYNTH_002545
male,green,black,very_light,medium,long,square,medium,low,large,medium,medium,medium,medium,normal,medium,round,thin,slight,full,wide,deep,wavy,fine,rounded,extensive,burns_easily,large,attached,0.8463856117313532,SYNTH_002546
female,brown,brown,light,wide,short,square,medium,low,small,medium,medium,high,narrow,normal,large,round,medium,slight,full,medium,deep,straight,thick,widow_peak,none,tans_gradually,small,free,0.867988032483287,SYNTH_002547
male,brown,brown,very_light,narrow,long,square,medium,low,medium,wide,medium,high,medium,normal,medium,round,medium,high,full,narrow,medium,straight,thick,rounded,extensive,tans_gradually,medium,attached,0.8310862350736627,SYNTH_002548
male,green,brown,light,narrow,medium,square,medium,high,medium,medium,wide,medium,medium,wide,large,hooded,medium,flat,very_full,narrow,deep,wavy,medium,rounded,extensive,tans_gradually,large,attached,0.8584707847311078,SYNTH_002549
male,blue,brown,very_light,medium,short,square,medium,high,medium,narrow,medium,medium,wide,wide,large,round,medium,flat,full,narrow,deep,straight,thick,rounded,extensive,never_burns,medium,attached,0.8221852034868183,SYNTH_002550
female,blue,brown,light,medium,medium,oval,prominent,medium,medium,wide,narrow,high,medium,wide,large,round,medium,high,full,medium,medium,curly,fine,rounded,none,burns_easily,large,free,0.8558250923652132,SYNTH_002551
male,blue,brown,light,wide,short,square,medium,low,large,narrow,wide,medium,medium,normal,large,almond,medium,flat,full,medium,deep,straight,medium,straight,some,tans_gradually,medium,free,0.8716653370049154,SYNTH_002552
female,blue,brown,light,medium,long,square,receding,medium,medium,medium,medium,flat,medium,wide,medium,round,medium,high,full,medium,deep,wavy,fine,widow_peak,some,tans_gradually,medium,attached,0.832590585524149,SYNTH_002553
male,blue,blonde,light,wide,medium,square,receding,medium,small,medium,medium,high,medium,normal,large,round,thick,high,very_full,medium,deep,straight,medium,rounded,extensive,tans_gradually,small,free,0.894614448509432,SYNTH_002554
male,green,brown,very_light,wide,long,square,prominent,medium,medium,wide,wide,flat,wide,wide,large,almond,thick,high,very_full,medium,medium,wavy,medium,rounded,some,never_burns,small,free,0.7963181353480874,SYNTH_002555
female,blue,brown,very_light,narrow,medium,square,medium,low,medium,medium,medium,high,medium,wide,medium,round,medium,high,full,narrow,deep,straight,thick,widow_peak,some,tans_gradually,large,attached,0.8586343474239444,SYNTH_002556
male,blue,brown,very_light,narrow,short,narrow,medium,medium,large,medium,medium,medium,medium,wide,medium,hooded,thick,slight,very_full,wide,deep,wavy,medium,rounded,some,tans_gradually,small,free,0.7994128158432362,SYNTH_002557
male,blue,blonde,very_light,wide,medium,square,medium,low,large,wide,medium,medium,medium,normal,medium,round,thick,high,full,medium,deep,wavy,fine,widow_peak,extensive,tans_gradually,medium,free,0.8657166244741742,SYNTH_002558
female,green,blonde,very_light,wide,long,square,medium,medium,large,wide,medium,medium,narrow,normal,medium,almond,medium,flat,very_full,wide,medium,straight,medium,widow_peak,none,tans_gradually,large,free,0.8824011704635396,SYNTH_002559
male,blue,black,very_light,wide,medium,oval,prominent,high,medium,wide,medium,medium,wide,normal,large,round,thin,slight,full,medium,medium,curly,medium,rounded,some,tans_gradually,large,free,0.837375377132557,SYNTH_002560
female,blue,black,very_light,medium,medium,square,receding,medium,large,medium,wide,high,medium,normal,medium,round,thick,slight,very_full,medium,deep,curly,thick,widow_peak,none,tans_gradually,medium,free,0.8462074690720075,SYNTH_002561
male,blue,brown,light,medium,long,square,medium,medium,small,medium,medium,medium,medium,wide,small,hooded,thick,slight,full,medium,medium,straight,thick,rounded,some,tans_gradually,large,free,0.8305145974996833,SYNTH_002562
male,green,brown,very_light,medium,short,square,prominent,high,medium,medium,narrow,high,wide,wide,medium,round,thick,high,full,wide,deep,wavy,medium,widow_peak,extensive,tans_gradually,small,free,0.8611194337251282,SYNTH_002563
female,green,brown,light,medium,short,square,prominent,medium,medium,medium,medium,high,medium,wide,large,hooded,thick,slight,full,medium,deep,wavy,medium,straight,some,tans_gradually,small,free,0.8717493874710689,SYNTH_002564
male,brown,brown,very_light,narrow,medium,square,medium,medium,medium,medium,medium,medium,medium,close,medium,almond,thick,flat,full,medium,deep,curly,fine,widow_peak,none,tans_gradually,medium,attached,0.8115347483090611,SYNTH_002565
male,brown,brown,very_light,medium,long,square,medium,high,small,medium,wide,medium,medium,normal,large,round,thin,high,very_full,medium,deep,wavy,medium,widow_peak,some,never_burns,small,free,0.8452026191210217,SYNTH_002566
male,green,brown,very_light,narrow,medium,square,prominent,low,large,wide,wide,medium,medium,wide,medium,almond,medium,slight,very_full,wide,medium,wavy,thick,rounded,some,tans_gradually,large,free,0.8655347460105256,SYNTH_002567
male,green,brown,very_light,narrow,medium,oval,medium,medium,medium,wide,medium,medium,medium,wide,medium,round,medium,high,full,wide,deep,straight,fine,widow_peak,some,never_burns,medium,free,0.8143320420899617,SYNTH_002568
female,green,brown,dark,narrow,medium,square,medium,medium,large,medium,medium,medium,wide,normal,large,almond,thin,slight,very_full,wide,deep,wavy,thick,rounded,some,never_burns,medium,attached,0.8364966456362982,SYNTH_002569
female,brown,blonde,very_light,narrow,short,square,prominent,high,medium,medium,medium,medium,medium,wide,medium,hooded,thick,high,full,narrow,deep,straight,thick,widow_peak,some,never_burns,medium,attached,0.7984927756960297,SYNTH_002570
female,blue,brown,very_light,medium,medium,square,medium,high,medium,narrow,medium,high,wide,normal,medium,round,thick,flat,full,medium,deep,wavy,thick,straight,some,never_burns,medium,free,0.8584911096682329,SYNTH_002571
male,brown,brown,light,narrow,short,square,medium,medium,medium,narrow,medium,high,medium,normal,large,hooded,medium,slight,full,wide,deep,wavy,medium,rounded,none,never_burns,small,attached,0.8823759584020895,SYNTH_002572
male,blue,brown,very_light,medium,medium,square,medium,high,large,medium,wide,high,medium,wide,large,hooded,medium,high,thin,wide,medium,wavy,thick,rounded,some,never_burns,medium,attached,0.8387559042433935,SYNTH_002573
female,blue,black,dark,wide,medium,oval,medium,high,medium,wide,wide,medium,wide,wide,medium,hooded,thick,slight,full,wide,deep,wavy,thick,widow_peak,some,never_burns,large,free,0.812399028447346,SYNTH_002574
female,green,brown,very_light,wide,short,square,receding,low,large,narrow,wide,flat,medium,wide,medium,hooded,medium,high,very_full,medium,deep,curly,thick,widow_peak,some,tans_gradually,medium,free,0.8032695497936471,SYNTH_002575
female,green,brown,light,wide,medium,square,medium,low,medium,narrow,wide,flat,medium,wide,medium,round,medium,flat,full,medium,deep,curly,medium,straight,some,never_burns,medium,free,0.8450000469968424,SYNTH_002576
female,blue,blonde,light,wide,short,square,medium,medium,large,narrow,medium,high,medium,normal,large,hooded,thick,slight,very_full,narrow,medium,straight,thick,straight,some,never_burns,large,free,0.8371195624431172,SYNTH_002577
female,green,brown,light,narrow,medium,square,prominent,medium,large,wide,medium,high,medium,normal,medium,almond,medium,high,very_full,narrow,medium,wavy,thick,rounded,none,never_burns,medium,free,0.8393419863344677,SYNTH_002578
female,green,brown,very_light,wide,medium,square,prominent,high,medium,medium,wide,medium,medium,normal,medium,round,medium,flat,full,wide,medium,wavy,medium,widow_peak,some,never_burns,large,free,0.8513170690601974,SYNTH_002579
female,blue,brown,very_light,medium,short,square,medium,medium,medium,medium,narrow,high,narrow,wide,medium,almond,medium,flat,full,medium,deep,wavy,medium,rounded,some,tans_gradually,small,attached,0.839479806113604,SYNTH_002580
female,blue,brown,light,wide,short,square,prominent,high,small,medium,medium,medium,medium,close,large,almond,medium,slight,full,medium,medium,curly,thick,straight,some,never_burns,large,free,0.8565336398813536,SYNTH_002581
male,green,brown,very_light,narrow,long,square,receding,medium,medium,medium,medium,high,narrow,normal,large,round,thick,slight,full,narrow,medium,straight,thick,widow_peak,some,tans_gradually,medium,free,0.8700410351525846,SYNTH_002582
female,blue,brown,very_light,medium,short,square,receding,high,large,wide,wide,flat,medium,wide,large,almond,thick,high,very_full,narrow,deep,wavy,thick,rounded,extensive,burns_easily,medium,attached,0.8372186662646419,SYNTH_002583
female,green,black,light,medium,long,square,receding,medium,medium,medium,medium,flat,medium,normal,large,round,thick,high,full,wide,deep,straight,thick,widow_peak,some,tans_gradually,small,free,0.8724287073294839,SYNTH_002584
female,green,brown,very_light,wide,short,oval,medium,high,large,wide,medium,high,narrow,wide,medium,almond,thin,slight,full,wide,medium,wavy,medium,rounded,some,never_burns,large,attached,0.8405187783716073,SYNTH_002585
male,blue,brown,very_light,wide,medium,square,medium,high,large,medium,narrow,medium,wide,normal,medium,almond,thin,flat,full,medium,deep,wavy,thick,rounded,some,never_burns,large,attached,0.8618615802210033,SYNTH_002586
male,green,brown,very_light,wide,medium,oval,receding,low,medium,medium,medium,high,medium,normal,large,round,thick,slight,thin,medium,medium,straight,medium,widow_peak,none,tans_gradually,medium,free,0.8551163533044466,SYNTH_002587
female,green,brown,light,medium,medium,oval,medium,high,medium,narrow,medium,flat,narrow,normal,large,round,medium,slight,thin,medium,medium,straight,medium,widow_peak,some,never_burns,large,free,0.8444395874199894,SYNTH_002588
female,green,black,very_light,narrow,medium,square,medium,medium,medium,medium,wide,medium,wide,wide,large,almond,medium,slight,very_full,medium,deep,wavy,medium,straight,some,tans_gradually,medium,free,0.8478544210764106,SYNTH_002589
male,blue,brown,light,medium,medium,square,receding,medium,large,wide,wide,medium,wide,normal,medium,round,thick,high,full,medium,medium,curly,fine,widow_peak,some,burns_easily,large,attached,0.8329187117304953,SYNTH_002590
female,blue,auburn,very_light,wide,long,oval,receding,medium,large,medium,medium,medium,medium,normal,small,round,thick,flat,full,wide,medium,straight,medium,rounded,none,never_burns,medium,free,0.8400662644530513,SYNTH_002591
male,green,brown,light,medium,short,oval,medium,medium,large,medium,wide,high,medium,wide,large,hooded,thick,slight,very_full,narrow,medium,straight,thick,rounded,none,burns_easily,large,free,0.8295731111951994,SYNTH_002592
female,blue,brown,very_light,narrow,medium,square,medium,medium,small,narrow,wide,medium,wide,normal,large,almond,thick,flat,full,narrow,deep,wavy,thick,straight,extensive,burns_easily,medium,free,0.8666971243145286,SYNTH_002593
male,blue,brown,light,wide,medium,square,medium,high,large,medium,medium,high,narrow,close,large,almond,medium,slight,very_full,narrow,shallow,wavy,medium,widow_peak,some,burns_easily,medium,free,0.877978931787634,SYNTH_002594
male,brown,auburn,very_light,wide,short,square,receding,high,small,medium,medium,medium,medium,normal,large,round,medium,high,full,medium,shallow,wavy,thick,rounded,extensive,burns_easily,medium,attached,0.8628315109025081,SYNTH_002595
female,blue,brown,very_light,wide,short,square,prominent,low,medium,medium,wide,high,medium,normal,medium,round,thin,slight,full,medium,medium,wavy,thick,straight,some,tans_gradually,medium,attached,0.8582795110035343,SYNTH_002596
male,green,brown,very_light,wide,short,square,receding,medium,large,medium,wide,medium,wide,normal,large,almond,thin,high,full,medium,deep,curly,thick,widow_peak,extensive,tans_gradually,medium,free,0.8611910638904352,SYNTH_002597
female,blue,black,very_light,narrow,long,square,prominent,low,large,medium,wide,medium,wide,normal,large,round,medium,flat,full,medium,deep,curly,fine,widow_peak,some,tans_gradually,large,attached,0.847092025577173,SYNTH_002598
male,green,brown,very_light,medium,medium,square,receding,medium,medium,wide,wide,high,medium,wide,large,round,thick,slight,full,narrow,deep,curly,thick,widow_peak,extensive,never_burns,small,free,0.8401164484610806,SYNTH_002599
male,green,black,very_light,narrow,medium,square,medium,high,small,wide,medium,medium,narrow,normal,medium,almond,thin,high,full,medium,deep,curly,medium,widow_peak,some,never_burns,medium,free,0.8347842264149427,SYNTH_002600
female,green,black,light,medium,medium,square,medium,low,small,wide,medium,medium,medium,close,large,round,medium,slight,full,wide,deep,straight,fine,widow_peak,some,tans_gradually,medium,attached,0.8759608894330946,SYNTH_002601
male,brown,brown,very_light,medium,medium,oval,receding,high,small,medium,wide,medium,narrow,close,large,almond,medium,slight,very_full,wide,medium,wavy,medium,straight,some,tans_gradually,large,free,0.8618598905237633,SYNTH_002602
male,blue,brown,very_light,wide,medium,square,medium,medium,medium,narrow,medium,medium,narrow,normal,medium,almond,thick,high,very_full,narrow,deep,curly,thick,rounded,extensive,tans_gradually,small,free,0.8447817511110991,SYNTH_002603
female,brown,brown,light,medium,long,square,medium,medium,medium,narrow,wide,medium,wide,wide,medium,almond,thick,high,full,medium,medium,straight,thick,widow_peak,none,tans_gradually,medium,attached,0.8120087083848949,SYNTH_002604
female,green,black,very_light,medium,short,oval,prominent,low,medium,medium,wide,high,medium,close,medium,round,thick,flat,full,medium,shallow,wavy,medium,rounded,extensive,tans_gradually,large,attached,0.8317859031281933,SYNTH_002605
male,blue,black,very_light,medium,medium,square,receding,medium,large,medium,wide,medium,wide,normal,large,round,medium,slight,very_full,medium,deep,wavy,fine,widow_peak,some,tans_gradually,medium,attached,0.8359331760724588,SYNTH_002606
female,blue,auburn,light,medium,medium,square,medium,medium,medium,narrow,narrow,flat,wide,wide,large,round,thick,slight,very_full,medium,deep,wavy,thick,rounded,none,never_burns,medium,free,0.8663223809347315,SYNTH_002607
female,blue,brown,very_light,wide,long,narrow,receding,medium,small,wide,medium,high,medium,wide,medium,almond,thick,high,thin,medium,deep,wavy,fine,rounded,some,never_burns,large,free,0.8113557293330497,SYNTH_002608
male,brown,brown,light,narrow,medium,oval,medium,high,medium,medium,wide,medium,wide,normal,large,hooded,medium,high,thin,medium,medium,wavy,medium,widow_peak,extensive,never_burns,small,attached,0.8512237218387841,SYNTH_002609
female,green,brown,light,medium,medium,square,prominent,medium,large,medium,medium,high,narrow,normal,medium,almond,thick,slight,very_full,medium,shallow,wavy,medium,rounded,some,burns_easily,small,attached,0.8571717194976163,SYNTH_002610
female,blue,brown,very_light,medium,medium,square,medium,high,medium,wide,narrow,flat,wide,close,large,almond,thick,flat,thin,wide,deep,wavy,thick,straight,some,tans_gradually,large,attached,0.8806312570703057,SYNTH_002611
female,green,brown,very_light,medium,short,square,medium,medium,large,narrow,wide,medium,wide,close,large,round,thin,slight,full,wide,deep,wavy,fine,rounded,extensive,tans_gradually,medium,attached,0.8336382867444128,SYNTH_002612
female,brown,brown,light,medium,medium,square,prominent,low,medium,wide,medium,medium,medium,normal,medium,round,thick,slight,full,medium,medium,wavy,medium,widow_peak,some,burns_easily,large,attached,0.8476173435559607,SYNTH_002613
male,green,brown,light,medium,short,oval,prominent,high,medium,wide,medium,medium,wide,wide,medium,round,medium,flat,full,medium,medium,wavy,thick,widow_peak,extensive,tans_gradually,medium,attached,0.89960997341128,SYNTH_002614
male,blue,black,very_light,medium,medium,square,receding,low,medium,medium,wide,medium,medium,normal,large,almond,thick,slight,very_full,wide,deep,wavy,medium,widow_peak,some,never_burns,medium,attached,0.8181804609513226,SYNTH_002615
female,green,brown,light,medium,long,square,medium,medium,medium,narrow,medium,high,narrow,normal,large,round,medium,slight,thin,medium,deep,wavy,thick,widow_peak,some,burns_easily,medium,attached,0.8056300568379947,SYNTH_002616
female,blue,brown,very_light,wide,medium,square,medium,medium,large,narrow,narrow,high,wide,normal,medium,hooded,thick,slight,thin,wide,medium,straight,medium,rounded,none,tans_gradually,large,free,0.855556563901196,SYNTH_002617
female,green,blonde,light,wide,medium,square,medium,medium,medium,medium,medium,medium,medium,wide,large,hooded,thick,slight,full,narrow,deep,curly,thick,widow_peak,extensive,never_burns,small,attached,0.8203073553806945,SYNTH_002618
male,green,brown,very_light,narrow,long,square,medium,high,medium,medium,wide,high,medium,normal,medium,almond,thin,slight,very_full,wide,deep,curly,thick,widow_peak,some,tans_gradually,medium,attached,0.8270893451837616,SYNTH_002619
female,green,blonde,light,narrow,long,square,medium,medium,large,narrow,wide,high,wide,wide,large,round,medium,high,full,wide,deep,straight,thick,widow_peak,extensive,never_burns,medium,attached,0.8481420520123836,SYNTH_002620
male,green,brown,light,medium,medium,square,prominent,medium,large,narrow,narrow,high,medium,close,small,hooded,thick,slight,thin,wide,medium,wavy,medium,rounded,some,never_burns,medium,free,0.9003805718091433,SYNTH_002621
female,blue,brown,light,medium,medium,square,medium,high,medium,wide,medium,high,wide,close,large,almond,medium,flat,very_full,wide,deep,straight,thick,widow_peak,some,burns_easily,medium,attached,0.8235764646217006,SYNTH_002622
male,blue,black,very_light,wide,medium,square,prominent,low,small,wide,wide,medium,wide,normal,medium,almond,thin,slight,very_full,medium,medium,straight,medium,straight,some,tans_gradually,medium,attached,0.848703196361276,SYNTH_002623
male,blue,brown,light,wide,long,square,medium,low,small,wide,medium,high,narrow,close,medium,hooded,thick,slight,very_full,medium,deep,curly,medium,rounded,extensive,never_burns,medium,attached,0.8511745386514276,SYNTH_002624
female,green,brown,very_light,medium,short,square,prominent,medium,large,wide,wide,medium,wide,wide,large,hooded,medium,slight,full,medium,medium,wavy,medium,rounded,extensive,never_burns,medium,attached,0.8547859285625833,SYNTH_002625
female,green,black,very_light,narrow,short,oval,receding,high,medium,wide,wide,medium,wide,normal,medium,almond,medium,slight,full,wide,deep,straight,medium,rounded,extensive,tans_gradually,medium,attached,0.8302486651494416,SYNTH_002626
female,green,brown,very_light,medium,medium,square,medium,medium,medium,wide,narrow,high,narrow,normal,medium,hooded,thick,high,full,medium,deep,wavy,thick,straight,extensive,never_burns,medium,attached,0.8287035259548511,SYNTH_002627
male,blue,brown,light,narrow,medium,square,prominent,medium,large,narrow,wide,medium,medium,normal,large,almond,medium,slight,full,wide,medium,straight,thick,widow_peak,some,never_burns,medium,attached,0.8309257993468521,SYNTH_002628
male,green,brown,very_light,narrow,long,square,prominent,high,small,medium,wide,medium,wide,wide,medium,round,thick,high,full,narrow,medium,straight,medium,straight,none,never_burns,small,attached,0.9160984604778516,SYNTH_002629
male,blue,brown,light,medium,medium,square,receding,low,large,narrow,medium,high,wide,wide,small,almond,thin,high,full,wide,medium,curly,medium,widow_peak,none,never_burns,large,attached,0.8167483091432309,SYNTH_002630
male,green,black,very_light,medium,medium,oval,medium,medium,large,medium,narrow,medium,narrow,wide,large,round,thin,slight,thin,wide,medium,wavy,thick,widow_peak,none,never_burns,large,free,0.7968478554328425,SYNTH_002631
male,blue,red,very_light,wide,medium,oval,medium,low,medium,medium,wide,medium,medium,wide,medium,almond,medium,slight,full,medium,deep,wavy,thick,rounded,none,burns_easily,small,free,0.8126006223257549,SYNTH_002632
male,blue,brown,light,wide,medium,square,medium,low,large,medium,wide,flat,medium,normal,medium,round,medium,slight,very_full,medium,medium,straight,medium,rounded,some,tans_gradually,small,attached,0.810979292835573,SYNTH_002633
male,blue,brown,very_light,narrow,long,square,medium,medium,medium,medium,wide,flat,wide,normal,medium,almond,medium,high,very_full,narrow,deep,curly,medium,rounded,some,tans_gradually,medium,free,0.8211592193226608,SYNTH_002634
female,green,brown,very_light,narrow,medium,square,receding,medium,small,wide,medium,high,medium,normal,medium,hooded,medium,slight,full,medium,medium,wavy,fine,widow_peak,extensive,tans_gradually,large,free,0.8551413738212703,SYNTH_002635
female,green,black,light,wide,short,square,prominent,low,medium,medium,medium,medium,medium,normal,medium,round,thin,slight,full,medium,deep,wavy,fine,straight,some,tans_gradually,large,attached,0.8922373564367895,SYNTH_002636
male,blue,brown,very_light,wide,long,square,medium,low,medium,wide,medium,medium,wide,normal,large,hooded,thick,slight,full,wide,medium,straight,medium,widow_peak,extensive,tans_gradually,medium,attached,0.8296511752076895,SYNTH_002637
male,green,brown,light,wide,medium,square,prominent,medium,large,narrow,medium,high,medium,close,large,hooded,medium,flat,very_full,medium,deep,straight,fine,rounded,none,tans_gradually,medium,attached,0.8266271240571748,SYNTH_002638
male,blue,brown,very_light,narrow,short,oval,medium,medium,large,wide,medium,high,medium,close,medium,almond,medium,slight,full,medium,shallow,wavy,fine,rounded,extensive,never_burns,medium,attached,0.882072017441178,SYNTH_002639
male,green,auburn,light,narrow,short,square,medium,medium,large,wide,medium,medium,narrow,normal,medium,round,medium,slight,full,wide,deep,straight,medium,rounded,some,tans_gradually,large,free,0.8574774247213542,SYNTH_002640
male,green,brown,light,wide,long,square,receding,high,medium,narrow,wide,high,narrow,wide,medium,round,medium,slight,very_full,wide,deep,wavy,medium,rounded,extensive,tans_gradually,large,free,0.8601397472653483,SYNTH_002641
male,blue,brown,light,medium,medium,square,receding,medium,large,wide,medium,high,narrow,normal,large,hooded,medium,high,very_full,medium,deep,straight,thick,rounded,some,never_burns,medium,free,0.8359331760724588,SYNTH_002642
male,blue,brown,very_light,narrow,long,square,receding,low,large,medium,wide,high,medium,normal,large,almond,thick,high,full,wide,deep,straight,fine,rounded,some,burns_easily,large,attached,0.8329744717394171,SYNTH_002643
male,blue,brown,very_light,wide,medium,square,prominent,medium,medium,wide,narrow,medium,wide,wide,medium,almond,thin,high,very_full,wide,medium,wavy,thick,rounded,some,tans_gradually,large,attached,0.8351315036634894,SYNTH_002644
male,brown,brown,very_light,medium,medium,square,medium,high,large,narrow,wide,medium,medium,wide,small,almond,medium,high,very_full,wide,deep,wavy,fine,straight,some,never_burns,medium,free,0.8005104075977983,SYNTH_002645
male,blue,brown,very_light,medium,medium,square,medium,high,medium,narrow,narrow,medium,medium,close,medium,almond,medium,slight,very_full,medium,medium,straight,medium,rounded,some,tans_gradually,medium,attached,0.8115230093598146,SYNTH_002646
male,brown,brown,light,medium,medium,square,medium,low,medium,medium,medium,medium,medium,normal,medium,almond,thick,slight,full,medium,deep,curly,medium,rounded,some,never_burns,large,free,0.837226680354993,SYNTH_002647
male,green,brown,light,narrow,long,square,prominent,high,medium,medium,medium,high,medium,normal,large,hooded,thin,slight,full,medium,deep,wavy,medium,widow_peak,none,tans_gradually,small,attached,0.8388890209178637,SYNTH_002648
female,green,black,light,medium,medium,narrow,prominent,high,medium,medium,medium,high,medium,normal,large,round,medium,high,full,medium,deep,curly,thick,rounded,extensive,tans_gradually,medium,attached,0.8540030343678808,SYNTH_002649
male,blue,brown,very_light,medium,medium,square,prominent,low,large,wide,narrow,flat,medium,normal,medium,round,medium,high,full,wide,deep,straight,medium,rounded,some,tans_gradually,small,free,0.8405950062920359,SYNTH_002650
female,green,black,very_light,wide,short,oval,medium,medium,large,medium,narrow,medium,medium,close,medium,round,medium,slight,full,medium,deep,curly,medium,widow_peak,none,never_burns,medium,free,0.8434138967295631,SYNTH_002651
male,blue,brown,very_light,medium,medium,square,prominent,medium,large,medium,narrow,high,medium,wide,medium,round,thin,slight,full,medium,deep,straight,thick,rounded,extensive,tans_gradually,medium,attached,0.8542694900454054,SYNTH_002652
male,green,brown,very_light,medium,medium,square,medium,medium,medium,wide,medium,medium,medium,wide,medium,almond,medium,high,full,wide,deep,wavy,fine,widow_peak,extensive,tans_gradually,medium,free,0.8576640028692291,SYNTH_002653
