sample_id,gender,hair_color,hair_texture,hair_thickness,hairline_shape,asset_id,asset_name,asset_path,source_library,asset_match_type,material_id,base_color_hex,melanin,redness,density_multiplier,strand_width_multiplier,volume_multiplier,curl_multiplier,wave_multiplier,frizz_multiplier
SYNTH_000432,female,brown,wavy,medium,widow_peak,hair_female_wavy_widow_peak,hair female wavy widow peak,assets/hair/hair_female_wavy_widow_peak.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.35,0.65,0.18
SYNTH_000433,female,brown,curly,medium,widow_peak,hair_female_curly_widow_peak,hair female curly widow peak,assets/hair/hair_female_curly_widow_peak.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.9,0.35,0.32
SYNTH_000434,male,brown,wavy,medium,rounded,hair_male_wavy_rounded,hair male wavy rounded,assets/hair/hair_male_wavy_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.35,0.65,0.18
SYNTH_000435,male,brown,curly,fine,straight,hair_male_curly_straight,hair male curly straight,assets/hair/hair_male_curly_straight.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,0.75,0.75,0.82,0.9,0.35,0.32
SYNTH_000436,male,blonde,wavy,thick,widow_peak,hair_male_wavy_widow_peak,hair male wavy widow peak,assets/hair/hair_male_wavy_widow_peak.fbx,TODO,exact,mat_hair_blonde,#D8B56D,0.18,0.18,1.25,1.18,1.22,0.35,0.65,0.18
SYNTH_000437,male,black,curly,medium,rounded,hair_male_curly_rounded,hair male curly rounded,assets/hair/hair_male_curly_rounded.fbx,TODO,exact,mat_hair_black,#11100E,0.95,0.08,1.0,1.0,1.0,0.9,0.35,0.32
SYNTH_000438,male,brown,straight,thick,widow_peak,hair_male_straight_widow_peak,hair male straight widow peak,assets/hair/hair_male_straight_widow_peak.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.25,1.18,1.22,0.0,0.05,0.08
SYNTH_000439,male,brown,straight,fine,widow_peak,hair_male_straight_widow_peak,hair male straight widow peak,assets/hair/hair_male_straight_widow_peak.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,0.75,0.75,0.82,0.0,0.05,0.08
SYNTH_000440,male,brown,straight,medium,widow_peak,hair_male_straight_widow_peak,hair male straight widow peak,assets/hair/hair_male_straight_widow_peak.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.0,0.05,0.08
SYNTH_000441,female,brown,curly,fine,rounded,hair_female_curly_rounded,hair female curly rounded,assets/hair/hair_female_curly_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,0.75,0.75,0.82,0.9,0.35,0.32
SYNTH_000442,male,brown,straight,thick,widow_peak,hair_male_straight_widow_peak,hair male straight widow peak,assets/hair/hair_male_straight_widow_peak.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.25,1.18,1.22,0.0,0.05,0.08
SYNTH_000443,male,auburn,curly,thick,widow_peak,hair_male_curly_widow_peak,hair male curly widow peak,assets/hair/hair_male_curly_widow_peak.fbx,TODO,exact,mat_hair_auburn,#7B3F24,0.42,0.72,1.25,1.18,1.22,0.9,0.35,0.32
SYNTH_000444,male,black,wavy,fine,rounded,hair_male_wavy_rounded,hair male wavy rounded,assets/hair/hair_male_wavy_rounded.fbx,TODO,exact,mat_hair_black,#11100E,0.95,0.08,0.75,0.75,0.82,0.35,0.65,0.18
SYNTH_000445,male,brown,wavy,medium,widow_peak,hair_male_wavy_widow_peak,hair male wavy widow peak,assets/hair/hair_male_wavy_widow_peak.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.35,0.65,0.18
SYNTH_000446,male,auburn,wavy,thick,widow_peak,hair_male_wavy_widow_peak,hair male wavy widow peak,assets/hair/hair_male_wavy_widow_peak.fbx,TODO,exact,mat_hair_auburn,#7B3F24,0.42,0.72,1.25,1.18,1.22,0.35,0.65,0.18
SYNTH_000447,male,brown,wavy,thick,widow_peak,hair_male_wavy_widow_peak,hair male wavy widow peak,assets/hair/hair_male_wavy_widow_peak.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.25,1.18,1.22,0.35,0.65,0.18
SYNTH_000448,male,brown,straight,medium,rounded,hair_male_straight_rounded,hair male straight rounded,assets/hair/hair_male_straight_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.0,0.05,0.08
SYNTH_000449,male,brown,wavy,medium,straight,hair_male_wavy_straight,hair male wavy straight,assets/hair/hair_male_wavy_straight.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.35,0.65,0.18
SYNTH_000450,male,brown,curly,medium,rounded,hair_male_curly_rounded,hair male curly rounded,assets/hair/hair_male_curly_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.9,0.35,0.32
SYNTH_000451,male,brown,wavy,thick,rounded,hair_male_wavy_rounded,hair male wavy rounded,assets/hair/hair_male_wavy_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.25,1.18,1.22,0.35,0.65,0.18
SYNTH_000452,male,blonde,straight,fine,straight,hair_male_straight_straight,hair male straight straight,assets/hair/hair_male_straight_straight.fbx,TODO,exact,mat_hair_blonde,#D8B56D,0.18,0.18,0.75,0.75,0.82,0.0,0.05,0.08
SYNTH_000453,female,brown,curly,medium,widow_peak,hair_female_curly_widow_peak,hair female curly widow peak,assets/hair/hair_female_curly_widow_peak.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.9,0.35,0.32
SYNTH_000454,male,blonde,curly,thick,rounded,hair_male_curly_rounded,hair male curly rounded,assets/hair/hair_male_curly_rounded.fbx,TODO,exact,mat_hair_blonde,#D8B56D,0.18,0.18,1.25,1.18,1.22,0.9,0.35,0.32
SYNTH_000455,female,brown,straight,medium,widow_peak,hair_female_straight_widow_peak,hair female straight widow peak,assets/hair/hair_female_straight_widow_peak.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.0,0.05,0.08
SYNTH_000456,male,brown,wavy,thick,widow_peak,hair_male_wavy_widow_peak,hair male wavy widow peak,assets/hair/hair_male_wavy_widow_peak.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.25,1.18,1.22,0.35,0.65,0.18
SYNTH_000457,male,brown,straight,medium,widow_peak,hair_male_straight_widow_peak,hair male straight widow peak,assets/hair/hair_male_straight_widow_peak.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.0,0.05,0.08
SYNTH_000458,male,brown,wavy,medium,rounded,hair_male_wavy_rounded,hair male wavy rounded,assets/hair/hair_male_wavy_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.35,0.65,0.18
SYNTH_000459,male,brown,straight,medium,rounded,hair_male_straight_rounded,hair male straight rounded,assets/hair/hair_male_straight_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.0,0.05,0.08
SYNTH_000460,male,black,straight,thick,rounded,hair_male_straight_rounded,hair male straight rounded,assets/hair/hair_male_straight_rounded.fbx,TODO,exact,mat_hair_black,#11100E,0.95,0.08,1.25,1.18,1.22,0.0,0.05,0.08
SYNTH_000461,male,brown,straight,thick,rounded,hair_male_straight_rounded,hair male straight rounded,assets/hair/hair_male_straight_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.25,1.18,1.22,0.0,0.05,0.08
SYNTH_000462,male,brown,wavy,medium,straight,hair_male_wavy_straight,hair male wavy straight,assets/hair/hair_male_wavy_straight.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.35,0.65,0.18
SYNTH_000463,female,black,straight,medium,rounded,hair_female_straight_rounded,hair female straight rounded,assets/hair/hair_female_straight_rounded.fbx,TODO,exact,mat_hair_black,#11100E,0.95,0.08,1.0,1.0,1.0,0.0,0.05,0.08
SYNTH_000464,female,brown,wavy,fine,rounded,hair_female_wavy_rounded,hair female wavy rounded,assets/hair/hair_female_wavy_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,0.75,0.75,0.82,0.35,0.65,0.18
SYNTH_000465,male,brown,curly,medium,rounded,hair_male_curly_rounded,hair male curly rounded,assets/hair/hair_male_curly_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.9,0.35,0.32
SYNTH_000466,female,brown,straight,thick,rounded,hair_female_straight_rounded,hair female straight rounded,assets/hair/hair_female_straight_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.25,1.18,1.22,0.0,0.05,0.08
SYNTH_000467,male,brown,wavy,thick,rounded,hair_male_wavy_rounded,hair male wavy rounded,assets/hair/hair_male_wavy_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.25,1.18,1.22,0.35,0.65,0.18
SYNTH_000468,female,brown,wavy,medium,widow_peak,hair_female_wavy_widow_peak,hair female wavy widow peak,assets/hair/hair_female_wavy_widow_peak.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.35,0.65,0.18
SYNTH_000469,female,brown,straight,thick,rounded,hair_female_straight_rounded,hair female straight rounded,assets/hair/hair_female_straight_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.25,1.18,1.22,0.0,0.05,0.08
SYNTH_000470,male,brown,curly,medium,widow_peak,hair_male_curly_widow_peak,hair male curly widow peak,assets/hair/hair_male_curly_widow_peak.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.9,0.35,0.32
SYNTH_000471,male,brown,wavy,medium,rounded,hair_male_wavy_rounded,hair male wavy rounded,assets/hair/hair_male_wavy_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.35,0.65,0.18
SYNTH_000472,female,brown,wavy,medium,rounded,hair_female_wavy_rounded,hair female wavy rounded,assets/hair/hair_female_wavy_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.35,0.65,0.18
SYNTH_000473,male,brown,wavy,thick,widow_peak,hair_male_wavy_widow_peak,hair male wavy widow peak,assets/hair/hair_male_wavy_widow_peak.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.25,1.18,1.22,0.35,0.65,0.18
SYNTH_000474,female,brown,curly,medium,rounded,hair_female_curly_rounded,hair female curly rounded,assets/hair/hair_female_curly_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.9,0.35,0.32
SYNTH_000475,female,brown,curly,thick,rounded,hair_female_curly_rounded,hair female curly rounded,assets/hair/hair_female_curly_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.25,1.18,1.22,0.9,0.35,0.32
SYNTH_000476,female,brown,straight,medium,rounded,hair_female_straight_rounded,hair female straight rounded,assets/hair/hair_female_straight_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.0,0.05,0.08
SYNTH_000477,male,black,wavy,thick,rounded,hair_male_wavy_rounded,hair male wavy rounded,assets/hair/hair_male_wavy_rounded.fbx,TODO,exact,mat_hair_black,#11100E,0.95,0.08,1.25,1.18,1.22,0.35,0.65,0.18
SYNTH_000478,female,black,wavy,thick,rounded,hair_female_wavy_rounded,hair female wavy rounded,assets/hair/hair_female_wavy_rounded.fbx,TODO,exact,mat_hair_black,#11100E,0.95,0.08,1.25,1.18,1.22,0.35,0.65,0.18
SYNTH_000479,male,brown,wavy,medium,straight,hair_male_wavy_straight,hair male wavy straight,assets/hair/hair_male_wavy_straight.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.35,0.65,0.18
SYNTH_000480,female,brown,straight,medium,rounded,hair_female_straight_rounded,hair female straight rounded,assets/hair/hair_female_straight_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.0,0.05,0.08
SYNTH_000481,female,black,wavy,thick,rounded,hair_female_wavy_rounded,hair female wavy rounded,assets/hair/hair_female_wavy_rounded.fbx,TODO,exact,mat_hair_black,#11100E,0.95,0.08,1.25,1.18,1.22,0.35,0.65,0.18
SYNTH_000482,female,brown,straight,thick,rounded,hair_female_straight_rounded,hair female straight rounded,assets/hair/hair_female_straight_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.25,1.18,1.22,0.0,0.05,0.08
SYNTH_000483,male,brown,straight,thick,widow_peak,hair_male_straight_widow_peak,hair male straight widow peak,assets/hair/hair_male_straight_widow_peak.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.25,1.18,1.22,0.0,0.05,0.08
SYNTH_000484,female,brown,wavy,fine,rounded,hair_female_wavy_rounded,hair female wavy rounded,assets/hair/hair_female_wavy_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,0.75,0.75,0.82,0.35,0.65,0.18
SYNTH_000485,female,brown,wavy,thick,rounded,hair_female_wavy_rounded,hair female wavy rounded,assets/hair/hair_female_wavy_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.25,1.18,1.22,0.35,0.65,0.18
SYNTH_000486,female,brown,straight,thick,rounded,hair_female_straight_rounded,hair female straight rounded,assets/hair/hair_female_straight_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.25,1.18,1.22,0.0,0.05,0.08
SYNTH_000487,male,brown,wavy,medium,rounded,hair_male_wavy_rounded,hair male wavy rounded,assets/hair/hair_male_wavy_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.35,0.65,0.18
SYNTH_000488,female,black,curly,medium,rounded,hair_female_curly_rounded,hair female curly rounded,assets/hair/hair_female_curly_rounded.fbx,TODO,exact,mat_hair_black,#11100E,0.95,0.08,1.0,1.0,1.0,0.9,0.35,0.32
SYNTH_000489,female,brown,wavy,medium,rounded,hair_female_wavy_rounded,hair female wavy rounded,assets/hair/hair_female_wavy_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.35,0.65,0.18
SYNTH_000490,male,brown,wavy,thick,rounded,hair_male_wavy_rounded,hair male wavy rounded,assets/hair/hair_male_wavy_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.25,1.18,1.22,0.35,0.65,0.18
SYNTH_000491,male,brown,straight,fine,rounded,hair_male_straight_rounded,hair male straight rounded,assets/hair/hair_male_straight_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,0.75,0.75,0.82,0.0,0.05,0.08
SYNTH_000492,female,brown,curly,thick,rounded,hair_female_curly_rounded,hair female curly rounded,assets/hair/hair_female_curly_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.25,1.18,1.22,0.9,0.35,0.32
SYNTH_000493,male,auburn,wavy,thick,widow_peak,hair_male_wavy_widow_peak,hair male wavy widow peak,assets/hair/hair_male_wavy_widow_peak.fbx,TODO,exact,mat_hair_auburn,#7B3F24,0.42,0.72,1.25,1.18,1.22,0.35,0.65,0.18
SYNTH_000494,male,black,curly,fine,widow_peak,hair_male_curly_widow_peak,hair male curly widow peak,assets/hair/hair_male_curly_widow_peak.fbx,TODO,exact,mat_hair_black,#11100E,0.95,0.08,0.75,0.75,0.82,0.9,0.35,0.32
SYNTH_000495,female,brown,straight,medium,rounded,hair_female_straight_rounded,hair female straight rounded,assets/hair/hair_female_straight_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.0,0.05,0.08
SYNTH_000496,female,brown,curly,medium,rounded,hair_female_curly_rounded,hair female curly rounded,assets/hair/hair_female_curly_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.9,0.35,0.32
SYNTH_000497,female,brown,straight,fine,widow_peak,hair_female_straight_widow_peak,hair female straight widow peak,assets/hair/hair_female_straight_widow_peak.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,0.75,0.75,0.82,0.0,0.05,0.08
SYNTH_000498,female,brown,wavy,fine,straight,hair_female_wavy_straight,hair female wavy straight,assets/hair/hair_female_wavy_straight.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,0.75,0.75,0.82,0.35,0.65,0.18
SYNTH_000499,female,brown,curly,medium,rounded,hair_female_curly_rounded,hair female curly rounded,assets/hair/hair_female_curly_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.9,0.35,0.32
SYNTH_000500,male,brown,wavy,medium,widow_peak,hair_male_wavy_widow_peak,hair male wavy widow peak,assets/hair/hair_male_wavy_widow_peak.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.35,0.65,0.18
SYNTH_000501,female,brown,wavy,thick,rounded,hair_female_wavy_rounded,hair female wavy rounded,assets/hair/hair_female_wavy_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.25,1.18,1.22,0.35,0.65,0.18
SYNTH_000502,female,brown,curly,thick,rounded,hair_female_curly_rounded,hair female curly rounded,assets/hair/hair_female_curly_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.25,1.18,1.22,0.9,0.35,0.32
SYNTH_000503,female,brown,wavy,medium,widow_peak,hair_female_wavy_widow_peak,hair female wavy widow peak,assets/hair/hair_female_wavy_widow_peak.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.35,0.65,0.18
SYNTH_000504,male,brown,straight,thick,straight,hair_male_straight_straight,hair male straight straight,assets/hair/hair_male_straight_straight.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.25,1.18,1.22,0.0,0.05,0.08
SYNTH_000505,male,black,curly,medium,rounded,hair_male_curly_rounded,hair male curly rounded,assets/hair/hair_male_curly_rounded.fbx,TODO,exact,mat_hair_black,#11100E,0.95,0.08,1.0,1.0,1.0,0.9,0.35,0.32
SYNTH_000506,male,brown,straight,fine,rounded,hair_male_straight_rounded,hair male straight rounded,assets/hair/hair_male_straight_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,0.75,0.75,0.82,0.0,0.05,0.08
SYNTH_000507,female,brown,straight,medium,rounded,hair_female_straight_rounded,hair female straight rounded,assets/hair/hair_female_straight_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.0,0.05,0.08
SYNTH_000508,male,brown,straight,thick,rounded,hair_male_straight_rounded,hair male straight rounded,assets/hair/hair_male_straight_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.25,1.18,1.22,0.0,0.05,0.08
SYNTH_000509,female,brown,wavy,fine,rounded,hair_female_wavy_rounded,hair female wavy rounded,assets/hair/hair_female_wavy_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,0.75,0.75,0.82,0.35,0.65,0.18
SYNTH_000510,male,brown,wavy,medium,widow_peak,hair_male_wavy_widow_peak,hair male wavy widow peak,assets/hair/hair_male_wavy_widow_peak.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.35,0.65,0.18
SYNTH_000511,male,brown,wavy,medium,rounded,hair_male_wavy_rounded,hair male wavy rounded,assets/hair/hair_male_wavy_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.35,0.65,0.18
SYNTH_000512,female,brown,straight,thick,rounded,hair_female_straight_rounded,hair female straight rounded,assets/hair/hair_female_straight_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.25,1.18,1.22,0.0,0.05,0.08
SYNTH_000513,female,brown,straight,medium,widow_peak,hair_female_straight_widow_peak,hair female straight widow peak,assets/hair/hair_female_straight_widow_peak.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.0,0.05,0.08
SYNTH_000514,female,brown,curly,medium,widow_peak,hair_female_curly_widow_peak,hair female curly widow peak,assets/hair/hair_female_curly_widow_peak.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.9,0.35,0.32
SYNTH_000515,male,brown,straight,medium,straight,hair_male_straight_straight,hair male straight straight,assets/hair/hair_male_straight_straight.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.0,0.05,0.08
SYNTH_000516,female,brown,straight,medium,rounded,hair_female_straight_rounded,hair female straight rounded,assets/hair/hair_female_straight_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.0,0.05,0.08
SYNTH_000517,male,brown,wavy,thick,rounded,hair_male_wavy_rounded,hair male wavy rounded,assets/hair/hair_male_wavy_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.25,1.18,1.22,0.35,0.65,0.18
SYNTH_000518,male,brown,curly,fine,rounded,hair_male_curly_rounded,hair male curly rounded,assets/hair/hair_male_curly_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,0.75,0.75,0.82,0.9,0.35,0.32
SYNTH_000519,female,black,wavy,medium,straight,hair_female_wavy_straight,hair female wavy straight,assets/hair/hair_female_wavy_straight.fbx,TODO,exact,mat_hair_black,#11100E,0.95,0.08,1.0,1.0,1.0,0.35,0.65,0.18
SYNTH_000520,male,brown,wavy,fine,rounded,hair_male_wavy_rounded,hair male wavy rounded,assets/hair/hair_male_wavy_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,0.75,0.75,0.82,0.35,0.65,0.18
SYNTH_000521,male,brown,curly,fine,widow_peak,hair_male_curly_widow_peak,hair male curly widow peak,assets/hair/hair_male_curly_widow_peak.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,0.75,0.75,0.82,0.9,0.35,0.32
SYNTH_000522,male,brown,straight,medium,widow_peak,hair_male_straight_widow_peak,hair male straight widow peak,assets/hair/hair_male_straight_widow_peak.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.0,0.05,0.08
SYNTH_000523,male,brown,wavy,thick,rounded,hair_male_wavy_rounded,hair male wavy rounded,assets/hair/hair_male_wavy_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.25,1.18,1.22,0.35,0.65,0.18
SYNTH_000524,female,brown,straight,medium,widow_peak,hair_female_straight_widow_peak,hair female straight widow peak,assets/hair/hair_female_straight_widow_peak.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.0,0.05,0.08
SYNTH_000525,female,brown,straight,medium,rounded,hair_female_straight_rounded,hair female straight rounded,assets/hair/hair_female_straight_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.0,0.05,0.08
SYNTH_000526,male,brown,straight,thick,straight,hair_male_straight_straight,hair male straight straight,assets/hair/hair_male_straight_straight.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.25,1.18,1.22,0.0,0.05,0.08
SYNTH_000527,male,brown,wavy,thick,widow_peak,hair_male_wavy_widow_peak,hair male wavy widow peak,assets/hair/hair_male_wavy_widow_peak.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.25,1.18,1.22,0.35,0.65,0.18
SYNTH_000528,male,black,wavy,thick,widow_peak,hair_male_wavy_widow_peak,hair male wavy widow peak,assets/hair/hair_male_wavy_widow_peak.fbx,TODO,exact,mat_hair_black,#11100E,0.95,0.08,1.25,1.18,1.22,0.35,0.65,0.18
SYNTH_000529,male,brown,straight,medium,widow_peak,hair_male_straight_widow_peak,hair male straight widow peak,assets/hair/hair_male_straight_widow_peak.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.0,0.05,0.08
SYNTH_000530,female,brown,straight,fine,rounded,hair_female_straight_rounded,hair female straight rounded,assets/hair/hair_female_straight_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,0.75,0.75,0.82,0.0,0.05,0.08
SYNTH_000531,female,brown,straight,thick,widow_peak,hair_female_straight_widow_peak,hair female straight widow peak,assets/hair/hair_female_straight_widow_peak.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.25,1.18,1.22,0.0,0.05,0.08
SYNTH_000532,female,brown,wavy,medium,straight,hair_female_wavy_straight,hair female wavy straight,assets/hair/hair_female_wavy_straight.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.35,0.65,0.18
SYNTH_000533,male,brown,wavy,fine,widow_peak,hair_male_wavy_widow_peak,hair male wavy widow peak,assets/hair/hair_male_wavy_widow_peak.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,0.75,0.75,0.82,0.35,0.65,0.18
SYNTH_000534,female,black,curly,fine,rounded,hair_female_curly_rounded,hair female curly rounded,assets/hair/hair_female_curly_rounded.fbx,TODO,exact,mat_hair_black,#11100E,0.95,0.08,0.75,0.75,0.82,0.9,0.35,0.32
SYNTH_000535,male,brown,straight,medium,straight,hair_male_straight_straight,hair male straight straight,assets/hair/hair_male_straight_straight.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.0,0.05,0.08
SYNTH_000536,female,brown,wavy,fine,straight,hair_female_wavy_straight,hair female wavy straight,assets/hair/hair_female_wavy_straight.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,0.75,0.75,0.82,0.35,0.65,0.18
SYNTH_000537,female,black,wavy,medium,rounded,hair_female_wavy_rounded,hair female wavy rounded,assets/hair/hair_female_wavy_rounded.fbx,TODO,exact,mat_hair_black,#11100E,0.95,0.08,1.0,1.0,1.0,0.35,0.65,0.18
SYNTH_000538,female,brown,wavy,thick,straight,hair_female_wavy_straight,hair female wavy straight,assets/hair/hair_female_wavy_straight.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.25,1.18,1.22,0.35,0.65,0.18
SYNTH_000539,male,brown,wavy,thick,rounded,hair_male_wavy_rounded,hair male wavy rounded,assets/hair/hair_male_wavy_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.25,1.18,1.22,0.35,0.65,0.18
SYNTH_000540,female,brown,wavy,thick,rounded,hair_female_wavy_rounded,hair female wavy rounded,assets/hair/hair_female_wavy_rounded.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.25,1.18,1.22,0.35,0.65,0.18
SYNTH_000541,male,brown,curly,medium,widow_peak,hair_male_curly_widow_peak,hair male curly widow peak,assets/hair/hair_male_curly_widow_peak.fbx,TODO,exact,mat_hair_brown,#4A2C1A,0.68,0.22,1.0,1.0,1.0,0.9,0.35,0.32
